Server;Tiempo Total Trx(milis);Porcentaje Carga CPU Inicio;Porcentaje Carga CPU Final;Estado de Finalizacion Trx 
delegado 150: ;261;2.3;2.3;OK
delegado 151: ;187;2.3;4.6;OK
delegado 152: ;239;4.6;4.6;OK
delegado 153: ;492;4.6;2.4;OK
delegado 154: ;158;2.4;2.4;OK
delegado 155: ;236;2.4;2.4;OK
delegado 156: ;173;2.4;3.0;OK
delegado 157: ;188;3.0;3.0;OK
delegado 158: ;550;3.0;1.9;OK
delegado 159: ;174;1.9;1.9;OK
delegado 160: ;213;1.9;1.9;OK
delegado 161: ;165;1.9;2.4;OK
delegado 162: ;179;2.4;2.4;OK
delegado 163: ;131;2.4;2.4;OK
delegado 164: ;300;2.4;1.6;OK
delegado 165: ;205;1.6;1.6;OK
delegado 166: ;196;1.6;1.6;OK
delegado 167: ;198;1.6;2.7;OK
delegado 168: ;160;2.7;2.7;OK
delegado 169: ;187;2.7;2.7;OK
delegado 170: ;199;2.7;4.9;OK
delegado 171: ;243;4.9;4.9;OK
delegado 172: ;166;4.9;4.9;OK
delegado 173: ;253;4.9;2.0;OK
delegado 174: ;199;2.0;2.0;OK
delegado 175: ;171;2.0;2.0;OK
delegado 176: ;227;2.0;4.5;OK
delegado 177: ;170;4.5;4.5;OK
delegado 178: ;197;4.5;4.5;OK
delegado 179: ;198;4.5;4.1;OK
delegado 180: ;170;4.1;4.1;OK
delegado 181: ;185;4.1;4.1;OK
delegado 182: ;230;4.1;2.8;OK
delegado 183: ;207;2.8;2.8;OK
delegado 184: ;213;2.8;2.8;OK
delegado 185: ;182;2.8;4.5;OK
delegado 186: ;254;4.5;4.5;OK
delegado 187: ;189;4.5;4.5;OK
delegado 188: ;215;3.7;3.7;OK
delegado 189: ;314;3.7;3.4;OK
delegado 190: ;210;3.4;3.4;OK
delegado 191: ;465;3.4;1.5;OK
delegado 192: ;191;1.5;1.5;OK
delegado 193: ;232;1.5;1.5;OK
delegado 194: ;216;1.5;4.3;OK
delegado 195: ;194;4.3;4.3;OK
delegado 196: ;190;4.3;4.3;OK
delegado 197: ;179;4.3;3.6;OK
delegado 198: ;160;3.6;3.6;OK
delegado 199: ;191;3.6;3.6;OK

